EAN|STORE_CODE|PRICE_EXCL_TAX|PRICE_INCL_TAX|VAT_RATE|PRICE_USAGE|PRIORITY|START_DATE|END_DATE
3000000012185|0101|22.13|26.56|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012192|0101|8.51|10.21|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012208|0101|17.49|20.99|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012215|0101|7.64|9.17|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012222|0101|8.03|9.63|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012239|0101|3.91|4.69|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012246|0101|15.58|18.70|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012253|0101|8.24|9.89|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012260|0101|14.21|17.05|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012277|0101|3.52|3.71|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012284|0101|6.45|6.80|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012291|0101|6.57|6.93|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012307|0101|5.73|6.04|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012314|0101|4.16|4.39|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012321|0101|6.60|6.96|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012338|0101|5.60|5.91|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012345|0101|4.71|4.97|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012352|0101|5.69|6.00|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012369|0101|5.97|6.30|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012376|0101|5.15|5.43|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012383|0101|4.11|4.34|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012390|0101|2.16|2.28|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012406|0101|5.58|5.89|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012413|0101|2.99|3.15|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012420|0101|3.50|3.69|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012437|0101|3.88|4.09|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012444|0101|4.31|4.55|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012451|0101|2.38|2.85|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012468|0101|2.90|3.48|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012475|0101|4.64|5.57|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012482|0101|2.95|3.54|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012499|0101|1.35|1.62|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012505|0101|2.57|3.08|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012512|0101|4.81|5.77|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012529|0101|5.67|6.80|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012536|0101|5.28|6.33|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012543|0101|1.17|1.40|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012550|0101|3.38|4.06|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012567|0101|5.05|6.06|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012574|0101|4.47|5.36|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012581|0101|1.69|2.03|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012598|0101|1.49|1.79|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012604|0101|4.95|5.94|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012611|0101|2.58|3.10|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012628|0101|1.76|2.11|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012635|0101|1.46|1.75|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012642|0101|4.49|5.39|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012659|0101|3.52|4.22|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012666|0101|1.97|2.36|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012673|0101|5.71|6.02|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012680|0101|2.80|2.95|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012697|0101|4.60|4.85|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012703|0101|7.09|7.48|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012710|0101|8.25|8.70|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012727|0101|3.04|3.21|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012734|0101|2.93|3.09|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012741|0101|4.92|5.19|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010198|0101|4.09|4.31|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000011805|0101|4.73|4.99|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000010808|0101|2.79|2.94|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000012277|0101|3.87|4.08|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000011454|0101|1.45|1.53|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000011720|0101|1.02|1.08|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000012093|0101|2.76|3.31|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000010907|0101|7.10|7.49|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000012451|0101|2.62|3.14|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
