EAN|NAME|DESCRIPTION|BRAND|REFERENCE_WEIGHT|REFERENCE_VOLUME|PRODUCT_TYPE|UNIT_NAME|ACTIVE|PLU|ICON|FORBIDDEN_TO_SALE|VARIABLE_WEIGHT
3000000011577|Thon au Naturel 3x80g|Conserves et bocaux — Thon au Naturel 3x80g|Nordique|0.125|0.166|UNIT|kg|true||🥫|false|false
3000000011584|Sardines à l'Huile 115g|Conserves et bocaux — Sardines à l'Huile 115g|Saveurs d'Ici|0.840|1.202|UNIT|kg|true||🥫|false|false
3000000011591|Maïs Doux 2x140g|Conserves et bocaux — Maïs Doux 2x140g|Maison Dubois|0.215|0.325|UNIT|kg|true||🥫|false|false
3000000011607|Haricots Verts Extra-Fins 440g|Conserves et bocaux — Haricots Verts Extra-Fins 440g|Le Verger|1.254|1.974|UNIT|kg|true||🥫|false|false
3000000011614|Petits Pois Carottes 400g|Conserves et bocaux — Petits Pois Carottes 400g|Croq'Frais|0.570|0.925|UNIT|kg|true||🥫|false|false
3000000011621|Champignons Émincés 230g|Conserves et bocaux — Champignons Émincés 230g|Terroir & Co|0.463|0.843|UNIT|kg|true||🥫|false|false
3000000011638|Tomates Pelées 400g|Conserves et bocaux — Tomates Pelées 400g|Prairie|0.204|0.265|UNIT|kg|true||🥫|false|false
3000000011645|Cassoulet Toulousain 840g|Conserves et bocaux — Cassoulet Toulousain 840g|Marinella|0.784|0.914|UNIT|kg|true||🥫|false|false
3000000011652|Olives Vertes Dénoyautées 160g|Conserves et bocaux — Olives Vertes Dénoyautées 160g|Vertfeuille|0.325|0.581|UNIT|kg|true||🥫|false|false
3000000011669|Cornichons Extra-Fins 220g|Conserves et bocaux — Cornichons Extra-Fins 220g|L'Artisan|1.149|2.554|UNIT|kg|true||🥫|false|false
3000000011676|Ketchup 560g|Sauces et condiments — Ketchup 560g|Terroir & Co|0.749|1.748|UNIT|kg|true||🧂|false|false
3000000011683|Mayonnaise à la Moutarde 235g|Sauces et condiments — Mayonnaise à la Moutarde 235g|Prairie|0.570|1.408|UNIT|kg|true||🧂|false|false
3000000011690|Moutarde de Dijon 265g|Sauces et condiments — Moutarde de Dijon 265g|Marinella|0.320|0.681|UNIT|kg|true||🧂|false|false
3000000011706|Vinaigre Balsamique 25cl|Sauces et condiments — Vinaigre Balsamique 25cl|Vertfeuille|0.963|1.990|UNIT|kg|true||🧂|false|false
3000000011713|Sauce Soja 150ml|Sauces et condiments — Sauce Soja 150ml|L'Artisan|1.268|2.641|UNIT|kg|true||🧂|false|false
3000000011720|Pesto Basilic 190g|Sauces et condiments — Pesto Basilic 190g|Nordique|1.452|3.049|UNIT|kg|true||🧂|false|false
3000000011737|Sel de Guérande 250g|Sauces et condiments — Sel de Guérande 250g|Saveurs d'Ici|0.145|0.182|UNIT|kg|true||🧂|false|false
3000000011744|Poivre Noir Moulu 45g|Sauces et condiments — Poivre Noir Moulu 45g|Maison Dubois|1.111|2.663|UNIT|kg|true||🧂|false|false
3000000011751|Bouillon de Légumes x10|Sauces et condiments — Bouillon de Légumes x10|Le Verger|0.386|0.498|UNIT|kg|true||🧂|false|false
3000000011768|Sauce Curry Coco 200ml|Sauces et condiments — Sauce Curry Coco 200ml|Croq'Frais|0.646|1.056|UNIT|kg|true||🧂|false|false
3000000011775|Céréales Chocolat 430g|Petit déjeuner — Céréales Chocolat 430g|Nordique|1.249|2.397|UNIT|kg|true||🥣|false|false
3000000011782|Muesli Fruits Rouges 500g|Petit déjeuner — Muesli Fruits Rouges 500g|Saveurs d'Ici|1.307|2.807|UNIT|kg|true||🥣|false|false
3000000011799|Flocons d'Avoine 500g|Petit déjeuner — Flocons d'Avoine 500g|Maison Dubois|0.673|1.214|UNIT|kg|true||🥣|false|false
3000000011805|Pâte à Tartiner Noisettes 400g|Petit déjeuner — Pâte à Tartiner Noisettes 400g|Le Verger|1.036|2.360|UNIT|kg|true||🥣|false|false
3000000011812|Confiture de Fraises 370g|Petit déjeuner — Confiture de Fraises 370g|Croq'Frais|0.456|0.842|UNIT|kg|true||🥣|false|false
3000000011829|Confiture d'Abricots 370g|Petit déjeuner — Confiture d'Abricots 370g|Terroir & Co|0.272|0.315|UNIT|kg|true||🥣|false|false
3000000011836|Thé Vert Menthe x25|Petit déjeuner — Thé Vert Menthe x25|Prairie|1.417|2.911|UNIT|kg|true||🥣|false|false
3000000011843|Café Moulu Intense 250g|Petit déjeuner — Café Moulu Intense 250g|Marinella|1.383|2.887|UNIT|kg|true||🥣|false|false
3000000011850|Chicorée Soluble 200g|Petit déjeuner — Chicorée Soluble 200g|Vertfeuille|0.109|0.160|UNIT|kg|true||🥣|false|false
3000000011867|Cacao en Poudre 450g|Petit déjeuner — Cacao en Poudre 450g|L'Artisan|0.776|0.919|UNIT|kg|true||🥣|false|false
3000000011874|Brioche aux Pépites 300g|Petit déjeuner — Brioche aux Pépites 300g|Nordique|0.956|1.875|UNIT|kg|true||🥣|false|false
3000000011881|Madeleines x12|Petit déjeuner — Madeleines x12|Saveurs d'Ici|0.880|1.029|UNIT|kg|true||🥣|false|false
3000000011898|Tablette Chocolat Noir 70% 100g|Biscuits et chocolats — Tablette Chocolat Noir 70% 100g|Prairie|1.315|2.994|UNIT|kg|true||🍫|false|false
3000000011904|Tablette Chocolat Lait Noisettes 200g|Biscuits et chocolats — Tablette Chocolat Lait Noisettes 200g|Marinella|0.439|0.633|UNIT|kg|true||🍫|false|false
3000000011911|Petits Beurre x24|Biscuits et chocolats — Petits Beurre x24|Vertfeuille|1.200|2.748|UNIT|kg|true||🍫|false|false
3000000011928|Cookies Pépites Chocolat 200g|Biscuits et chocolats — Cookies Pépites Chocolat 200g|L'Artisan|0.941|2.069|UNIT|kg|true||🍫|false|false
3000000011935|Galettes Bretonnes 125g|Biscuits et chocolats — Galettes Bretonnes 125g|Nordique|0.269|0.297|UNIT|kg|true||🍫|false|false
3000000011942|Barres Céréales Chocolat x6|Biscuits et chocolats — Barres Céréales Chocolat x6|Saveurs d'Ici|1.459|3.026|UNIT|kg|true||🍫|false|false
3000000011959|Bonbons Acidulés 250g|Biscuits et chocolats — Bonbons Acidulés 250g|Maison Dubois|0.654|1.496|UNIT|kg|true||🍫|false|false
3000000011966|Guimauves 180g|Biscuits et chocolats — Guimauves 180g|Le Verger|0.176|0.388|UNIT|kg|true||🍫|false|false
3000000011973|Sablés Nappés 195g|Biscuits et chocolats — Sablés Nappés 195g|Croq'Frais|1.102|2.177|UNIT|kg|true||🍫|false|false
3000000011980|Rochers Coco 180g|Biscuits et chocolats — Rochers Coco 180g|Terroir & Co|0.711|1.001|UNIT|kg|true||🍫|false|false
3000000011997|Jus d'Orange Pur Jus 1L|Jus et sirops — Jus d'Orange Pur Jus 1L|Saveurs d'Ici|1.188|1.775|UNIT|L|true||🧃|false|false
3000000012000|Jus de Pomme Trouble 1L|Jus et sirops — Jus de Pomme Trouble 1L|Maison Dubois|0.580|0.962|UNIT|L|true||🧃|false|false
3000000012017|Nectar d'Abricot 1L|Jus et sirops — Nectar d'Abricot 1L|Le Verger|1.427|2.114|UNIT|L|true||🧃|false|false
3000000012024|Jus Multifruits 1L|Jus et sirops — Jus Multifruits 1L|Croq'Frais|0.977|1.600|UNIT|L|true||🧃|false|false
3000000012031|Sirop de Grenadine 75cl|Jus et sirops — Sirop de Grenadine 75cl|Terroir & Co|1.027|1.870|UNIT|L|true||🧃|false|false
3000000012048|Sirop de Menthe 75cl|Jus et sirops — Sirop de Menthe 75cl|Prairie|0.374|0.813|UNIT|L|true||🧃|false|false
3000000012055|Limonade Artisanale 1L|Jus et sirops — Limonade Artisanale 1L|Marinella|0.771|1.414|UNIT|L|true||🧃|false|false
3000000012062|Thé Glacé Pêche 1.5L|Jus et sirops — Thé Glacé Pêche 1.5L|Vertfeuille|0.257|0.434|UNIT|L|true||🧃|false|false
3000000012079|Eau Gazeuse Citron 1L|Jus et sirops — Eau Gazeuse Citron 1L|L'Artisan|0.487|0.795|UNIT|L|true||🧃|false|false
3000000012086|Jus de Tomate 75cl|Jus et sirops — Jus de Tomate 75cl|Nordique|0.389|0.789|UNIT|L|true||🧃|false|false
3000000012093|Bière Blonde 6x25cl|Bières et cidres — Bière Blonde 6x25cl|Prairie|1.427|1.813|UNIT|L|true||🍺|false|false
3000000012109|Bière IPA 4x33cl|Bières et cidres — Bière IPA 4x33cl|Marinella|0.670|1.268|UNIT|L|true||🍺|false|false
3000000012116|Bière de Garde 75cl|Bières et cidres — Bière de Garde 75cl|Vertfeuille|0.925|1.609|UNIT|L|true||🍺|false|false
3000000012123|Bière Blanche 6x25cl|Bières et cidres — Bière Blanche 6x25cl|L'Artisan|1.446|3.189|UNIT|L|true||🍺|false|false
3000000012130|Cidre Brut 75cl|Bières et cidres — Cidre Brut 75cl|Nordique|1.174|1.237|UNIT|L|true||🍺|false|false
3000000012147|Cidre Doux 75cl|Bières et cidres — Cidre Doux 75cl|Saveurs d'Ici|1.082|2.584|UNIT|L|true||🍺|false|false
3000000012154|Panaché 6x25cl|Bières et cidres — Panaché 6x25cl|Maison Dubois|1.095|1.506|UNIT|L|true||🍺|false|false
3000000012161|Bière Sans Alcool 6x25cl|Bières et cidres — Bière Sans Alcool 6x25cl|Le Verger|0.350|0.355|UNIT|L|true||🍺|false|false
3000000012178|Côtes du Rhône Rouge 75cl|Vins et spiritueux — Côtes du Rhône Rouge 75cl|Nordique|1.030|1.860|UNIT|L|true||🍷|false|false
3000000012185|Bordeaux Supérieur 75cl|Vins et spiritueux — Bordeaux Supérieur 75cl|Saveurs d'Ici|1.057|2.294|UNIT|L|true||🍷|false|false
3000000012192|Chablis 75cl|Vins et spiritueux — Chablis 75cl|Maison Dubois|0.193|0.224|UNIT|L|true||🍷|false|false
3000000012208|Rosé de Provence 75cl|Vins et spiritueux — Rosé de Provence 75cl|Le Verger|0.287|0.525|UNIT|L|true||🍷|false|false
3000000012215|Champagne Brut 75cl|Vins et spiritueux — Champagne Brut 75cl|Croq'Frais|0.354|0.618|UNIT|L|true||🍷|false|false
3000000012222|Muscadet Sur Lie 75cl|Vins et spiritueux — Muscadet Sur Lie 75cl|Terroir & Co|0.124|0.173|UNIT|L|true||🍷|false|false
3000000012239|Whisky Blended 70cl|Vins et spiritueux — Whisky Blended 70cl|Prairie|1.063|2.608|UNIT|L|true||🍷|true|false
3000000012246|Rhum Ambré 70cl|Vins et spiritueux — Rhum Ambré 70cl|Marinella|0.786|1.333|UNIT|L|true||🍷|false|false
3000000012253|Pastis 70cl|Vins et spiritueux — Pastis 70cl|Vertfeuille|0.308|0.750|UNIT|L|true||🍷|false|false
3000000012260|Vodka Pure Grain 70cl|Vins et spiritueux — Vodka Pure Grain 70cl|L'Artisan|0.910|1.467|UNIT|L|true||🍷|true|false
3000000012277|Pizza Margherita 390g|Surgelés salés — Pizza Margherita 390g|Terroir & Co|1.333|2.568|UNIT|kg|true||🧊|false|false
3000000012284|Lasagnes Bolognaise 600g|Surgelés salés — Lasagnes Bolognaise 600g|Prairie|1.433|1.811|UNIT|kg|true||🧊|false|false
3000000012291|Poêlée de Légumes 750g|Surgelés salés — Poêlée de Légumes 750g|Marinella|1.043|1.426|UNIT|kg|true||🧊|false|false
3000000012307|Frites Allumettes 1kg|Surgelés salés — Frites Allumettes 1kg|Vertfeuille|1.312|2.313|UNIT|kg|true||🧊|false|false
3000000012314|Poisson Pané x10|Surgelés salés — Poisson Pané x10|L'Artisan|0.231|0.326|UNIT|kg|true||🧊|false|false
3000000012321|Épinards Hachés 750g|Surgelés salés — Épinards Hachés 750g|Nordique|1.421|2.209|UNIT|kg|true||🧊|false|false
3000000012338|Coquilles Saint-Jacques x4|Surgelés salés — Coquilles Saint-Jacques x4|Saveurs d'Ici|0.912|1.894|UNIT|kg|true||🧊|false|false
3000000012345|Paella Royale 900g|Surgelés salés — Paella Royale 900g|Maison Dubois|0.285|0.678|UNIT|kg|true||🧊|false|false
3000000012352|Nems au Poulet x8|Surgelés salés — Nems au Poulet x8|Le Verger|0.271|0.332|UNIT|kg|true||🧊|false|false
3000000012369|Steaks Hachés Surgelés x10|Surgelés salés — Steaks Hachés Surgelés x10|Croq'Frais|0.886|2.119|UNIT|kg|true||🧊|false|false
3000000012376|Glace Vanille Bac 1L|Surgelés sucrés — Glace Vanille Bac 1L|Nordique|0.869|1.415|UNIT|kg|true||🍨|false|false
3000000012383|Sorbet Framboise 500ml|Surgelés sucrés — Sorbet Framboise 500ml|Saveurs d'Ici|1.469|2.145|UNIT|kg|true||🍨|false|false
3000000012390|Cônes Chocolat x6|Surgelés sucrés — Cônes Chocolat x6|Maison Dubois|0.266|0.284|UNIT|kg|true||🍨|false|false
3000000012406|Bâtonnets Amande x4|Surgelés sucrés — Bâtonnets Amande x4|Le Verger|0.624|1.202|UNIT|kg|true||🍨|false|false
3000000012413|Tarte Tatin 600g|Surgelés sucrés — Tarte Tatin 600g|Croq'Frais|1.150|2.813|UNIT|kg|true||🍨|false|false
3000000012420|Profiteroles x8|Surgelés sucrés — Profiteroles x8|Terroir & Co|1.296|1.920|UNIT|kg|true||🍨|false|false
3000000012437|Macarons Assortis x12|Surgelés sucrés — Macarons Assortis x12|Prairie|0.861|2.148|UNIT|kg|true||🍨|false|false
3000000012444|Mochis Glacés x6|Surgelés sucrés — Mochis Glacés x6|Marinella|0.182|0.282|UNIT|kg|true||🍨|false|false
3000000012451|Gel Douche Surgras 250ml|Hygiène et beauté — Gel Douche Surgras 250ml|Croq'Frais|1.056|1.299|UNIT|kg|true||🧼|false|false
3000000012468|Shampooing Doux 300ml|Hygiène et beauté — Shampooing Doux 300ml|Terroir & Co|0.333|0.589|UNIT|kg|true||🧼|false|false
3000000012475|Après-Shampooing 200ml|Hygiène et beauté — Après-Shampooing 200ml|Prairie|0.546|0.962|UNIT|kg|true||🧼|false|false
3000000012482|Savon de Marseille x3|Hygiène et beauté — Savon de Marseille x3|Marinella|0.962|2.021|UNIT|kg|true||🧼|false|false
3000000012499|Déodorant Bille 50ml|Hygiène et beauté — Déodorant Bille 50ml|Vertfeuille|1.397|1.642|UNIT|kg|true||🧼|false|false
3000000012505|Brosse à Dents Souple x2|Hygiène et beauté — Brosse à Dents Souple x2|L'Artisan|0.235|0.404|UNIT|kg|true||🧼|false|false
3000000012512|Bain de Bouche 500ml|Hygiène et beauté — Bain de Bouche 500ml|Nordique|0.378|0.382|UNIT|kg|true||🧼|false|false
3000000012529|Rasoirs Jetables x10|Hygiène et beauté — Rasoirs Jetables x10|Saveurs d'Ici|0.181|0.352|UNIT|kg|true||🧼|false|false
3000000012536|Mousse à Raser 200ml|Hygiène et beauté — Mousse à Raser 200ml|Maison Dubois|0.453|0.853|UNIT|kg|true||🧼|false|false
3000000012543|Coton-Tiges Papier x200|Hygiène et beauté — Coton-Tiges Papier x200|Le Verger|0.714|1.699|UNIT|kg|true||🧼|false|false
3000000012550|Crème Mains 75ml|Hygiène et beauté — Crème Mains 75ml|Croq'Frais|0.901|1.952|UNIT|kg|true||🧼|false|false
3000000012567|Papier Toilette x12|Hygiène et beauté — Papier Toilette x12|Terroir & Co|1.261|3.117|UNIT|kg|true||🧼|false|false
3000000012574|Liquide Vaisselle Citron 500ml|Entretien de la maison — Liquide Vaisselle Citron 500ml|Nordique|0.770|1.568|UNIT|kg|true||🧹|false|false
3000000012581|Tablettes Lave-Vaisselle x30|Entretien de la maison — Tablettes Lave-Vaisselle x30|Saveurs d'Ici|0.972|1.040|UNIT|kg|true||🧹|false|false
3000000012598|Nettoyant Multi-Usages 750ml|Entretien de la maison — Nettoyant Multi-Usages 750ml|Maison Dubois|0.955|1.120|UNIT|kg|true||🧹|false|false
3000000012604|Javel 1.5L|Entretien de la maison — Javel 1.5L|Le Verger|1.461|2.561|UNIT|kg|true||🧹|false|false
3000000012611|Désodorisant Textile 500ml|Entretien de la maison — Désodorisant Textile 500ml|Croq'Frais|1.273|2.768|UNIT|kg|true||🧹|false|false
3000000012628|Sacs Poubelle 30L x20|Entretien de la maison — Sacs Poubelle 30L x20|Terroir & Co|0.428|0.471|UNIT|kg|true||🧹|false|false
3000000012635|Essuie-Tout x3|Entretien de la maison — Essuie-Tout x3|Prairie|0.796|1.523|UNIT|kg|true||🧹|false|false
3000000012642|Adoucissant Fleur 1.5L|Entretien de la maison — Adoucissant Fleur 1.5L|Marinella|0.739|1.147|UNIT|kg|true||🧹|false|false
3000000012659|Nettoyant Vitres 500ml|Entretien de la maison — Nettoyant Vitres 500ml|Vertfeuille|0.518|1.169|UNIT|kg|true||🧹|false|false
3000000012666|Cire pour Parquet 750ml|Entretien de la maison — Cire pour Parquet 750ml|L'Artisan|1.410|2.001|UNIT|kg|true||🧹|false|false
3000000012673|Couches Taille 4 x44|Bébé et animaux — Couches Taille 4 x44|Terroir & Co|0.782|1.088|UNIT|kg|true||🍼|false|false
3000000012680|Petits Pots Carotte 2x130g|Bébé et animaux — Petits Pots Carotte 2x130g|Prairie|1.434|2.578|UNIT|kg|true||🍼|false|false
3000000012697|Lait Infantile 2e Âge 800g|Bébé et animaux — Lait Infantile 2e Âge 800g|Marinella|0.174|0.338|UNIT|kg|true||🍼|false|false
3000000012703|Lingettes Bébé x72|Bébé et animaux — Lingettes Bébé x72|Vertfeuille|0.113|0.175|UNIT|kg|true||🍼|false|false
3000000012710|Croquettes Chien Adulte 3kg|Bébé et animaux — Croquettes Chien Adulte 3kg|L'Artisan|0.977|1.468|UNIT|kg|true||🍼|false|false
3000000012727|Croquettes Chat Saumon 1.5kg|Bébé et animaux — Croquettes Chat Saumon 1.5kg|Nordique|1.475|1.534|UNIT|kg|true||🍼|false|false
3000000012734|Pâtée Chat Terrine 4x100g|Bébé et animaux — Pâtée Chat Terrine 4x100g|Saveurs d'Ici|0.954|1.440|UNIT|kg|true||🍼|false|false
3000000012741|Litière Agglomérante 5L|Bébé et animaux — Litière Agglomérante 5L|Maison Dubois|1.225|2.885|UNIT|kg|true||🍼|false|false
