EAN|STORE_CODE|PRICE_EXCL_TAX|PRICE_INCL_TAX|VAT_RATE|PRICE_USAGE|PRIORITY|START_DATE|END_DATE
3217583353103|0101|1.51|1.81|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583366158|0101|5.17|6.20|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583366592|0101|15.68|18.81|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583366851|0101|19.73|23.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583366868|0101|8.57|10.28|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583412602|0101|8.67|10.40|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583413005|0101|31.07|37.28|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583413302|0101|18.83|22.59|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583424100|0101|3.72|4.46|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583424308|0101|3.34|4.01|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583424407|0101|3.19|3.83|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583424506|0101|3.63|4.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583424704|0101|3.63|4.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583424803|0101|4.66|5.59|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583425206|0101|7.11|8.53|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583425404|0101|9.51|11.41|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583425602|0101|10.88|13.05|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583425701|0101|18.63|22.36|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583425817|0101|25.88|31.06|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583425855|0101|5.88|7.06|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583426050|0101|18.63|22.36|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583436202|0101|8.33|10.00|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583447352|0101|7.30|8.76|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583447505|0101|5.51|6.61|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583447604|0101|3.72|4.46|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583447802|0101|5.17|6.20|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583447901|0101|3.02|3.62|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583448007|0101|2.92|3.50|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583540060|0101|1.59|1.91|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583540091|0101|1.65|1.98|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583540909|0101|3.34|4.01|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583540916|0101|3.34|4.01|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583541104|0101|3.72|4.46|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583541111|0101|3.86|4.63|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583541128|0101|4.00|4.80|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583541203|0101|4.00|4.80|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583541234|0101|3.94|4.73|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583541265|0101|4.00|4.80|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583541388|0101|1.83|2.20|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583541395|0101|1.83|2.20|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583601730|0101|4.80|5.76|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583601969|0101|10.35|12.42|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583613016|0101|3.48|4.17|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583613023|0101|3.34|4.01|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583613030|0101|3.25|3.90|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583613047|0101|3.06|3.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583613092|0101|2.49|2.99|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583613108|0101|1.98|2.37|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583613139|0101|2.49|2.99|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583614624|0101|2.49|2.99|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583614631|0101|2.49|2.99|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583614648|0101|2.44|2.93|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583614679|0101|2.68|3.22|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583623329|0101|2.40|2.88|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583623336|0101|2.34|2.81|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583623374|0101|2.78|3.33|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583623411|0101|2.78|3.33|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583623572|0101|2.40|2.88|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583623619|0101|2.34|2.81|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583623626|0101|2.22|2.66|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583624654|0101|2.92|3.50|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583624661|0101|2.97|3.56|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583625781|0101|2.03|2.43|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583625798|0101|2.03|2.43|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583625880|0101|3.91|4.69|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583633915|0101|3.25|3.90|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634004|0101|2.34|2.81|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634103|0101|2.17|2.60|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634110|0101|2.17|2.60|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634127|0101|2.12|2.54|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634134|0101|2.22|2.66|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634141|0101|2.31|2.77|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634202|0101|2.31|2.77|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634363|0101|3.02|3.62|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634400|0101|1.46|1.75|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634417|0101|1.23|1.47|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583634493|0101|1.37|1.64|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583640951|0101|1.51|1.81|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583641347|0101|3.85|4.62|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583641385|0101|5.73|6.88|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583644478|0101|1.79|2.15|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583644485|0101|1.83|2.20|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583644553|0101|1.93|2.32|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583644591|0101|1.93|2.32|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583644607|0101|1.98|2.37|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583644614|0101|1.98|2.37|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583644638|0101|1.79|2.15|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583644652|0101|1.78|2.14|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583644706|0101|1.98|2.37|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583646007|0101|1.93|2.32|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583646014|0101|1.83|2.20|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583646021|0101|1.79|2.15|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740071|0101|1.55|1.86|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740262|0101|1.08|1.30|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740279|0101|1.18|1.41|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740309|0101|1.55|1.86|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740316|0101|1.69|2.03|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740750|0101|0.99|1.19|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740811|0101|0.89|1.07|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740828|0101|0.89|1.07|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740835|0101|0.85|1.02|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583740859|0101|0.85|1.02|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741009|0101|4.10|4.92|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741016|0101|8.28|9.93|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741030|0101|4.00|4.80|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741061|0101|4.71|5.65|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741313|0101|1.31|1.57|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741320|0101|0.66|0.79|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741344|0101|1.23|1.47|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741351|0101|1.23|1.47|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741368|0101|2.88|3.45|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741375|0101|1.23|1.47|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741511|0101|2.03|2.43|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741528|0101|1.93|2.32|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741535|0101|1.97|2.36|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741542|0101|1.31|1.57|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741559|0101|1.31|1.57|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583741566|0101|1.88|2.25|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583742006|0101|1.93|2.32|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583742013|0101|1.93|2.32|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217583742044|0101|1.88|2.26|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217584020998|0101|1.98|2.37|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588070050|0101|5.23|6.27|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588093042|0101|3.06|3.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588093059|0101|8.05|9.66|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588144317|0101|9.56|11.47|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588147486|0101|2.82|3.38|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588300706|0101|4.33|5.20|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588301307|0101|2.36|2.83|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588303165|0101|8.67|10.40|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588303400|0101|4.76|5.71|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588303509|0101|7.44|8.93|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588526007|0101|7.24|8.69|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217588666055|0101|7.53|9.04|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217589190184|0101|2.88|3.45|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217589303751|0101|6.93|8.31|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217589783317|0101|8.99|10.79|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217661012519|0101|22.98|27.57|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217661028350|0101|7.71|9.25|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217661028374|0101|7.90|9.48|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217690061939|0101|3.65|3.85|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690061960|0101|1.60|1.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690061977|0101|3.86|4.07|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690063186|0101|3.82|4.03|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690063209|0101|3.76|3.97|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690063216|0101|3.65|3.85|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690063247|0101|3.63|3.83|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690063254|0101|3.79|4.00|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690066729|0101|3.83|4.04|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690066743|0101|3.73|3.93|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690068440|0101|3.41|3.60|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690068457|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690068464|0101|3.81|4.02|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690068617|0101|2.78|2.93|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217690069744|0101|2.85|3.01|0.0550|DEFAULT|0|2026-01-01T00:00:00|
3217770101746|0101|1.58|1.90|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770101760|0101|2.82|3.38|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770101777|0101|2.82|3.38|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770101784|0101|2.74|3.29|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770101883|0101|5.55|6.66|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770101890|0101|5.64|6.77|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770101906|0101|6.11|7.33|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770101944|0101|2.82|3.38|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770101951|0101|3.76|4.51|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770101968|0101|4.04|4.85|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120143|0101|5.60|6.72|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120396|0101|7.02|8.42|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120426|0101|8.01|9.61|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120433|0101|13.13|15.76|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120563|0101|18.74|22.49|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120686|0101|35.32|42.38|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120839|0101|12.15|14.58|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120877|0101|8.05|9.66|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120884|0101|15.92|19.10|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120891|0101|20.72|24.86|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120914|0101|9.98|11.97|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120938|0101|5.51|6.61|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120945|0101|6.07|7.28|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770120976|0101|10.07|12.08|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770121102|0101|6.68|8.01|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770121119|0101|6.62|7.94|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770121188|0101|4.98|5.98|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770121195|0101|3.96|4.75|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770122482|0101|15.15|18.18|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770122673|0101|2.54|3.05|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770122819|0101|4.98|5.98|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770127159|0101|16.18|19.42|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138209|0101|1.65|1.98|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138216|0101|1.65|1.98|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138223|0101|1.65|1.98|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138230|0101|1.65|1.98|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138247|0101|1.65|1.98|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138261|0101|3.30|3.96|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138278|0101|3.30|3.96|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138285|0101|3.30|3.96|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138292|0101|3.30|3.96|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138308|0101|3.30|3.96|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138322|0101|5.56|6.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138339|0101|5.56|6.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138346|0101|5.56|6.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138353|0101|5.56|6.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138360|0101|5.56|6.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138384|0101|6.13|7.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138391|0101|6.13|7.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138407|0101|6.13|7.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138414|0101|6.13|7.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770138421|0101|6.13|7.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770160620|0101|6.35|7.62|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770160705|0101|3.57|4.28|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770160880|0101|10.32|12.38|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770160934|0101|3.64|4.37|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770160941|0101|15.54|18.65|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770160958|0101|2.73|3.28|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770160965|0101|7.44|8.93|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770160972|0101|13.66|16.39|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770162044|0101|3.86|4.63|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770162310|0101|9.38|11.26|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770162327|0101|8.95|10.74|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770162341|0101|9.33|11.19|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770162396|0101|13.46|16.15|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770162402|0101|12.72|15.26|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770212480|0101|9.33|11.19|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770214835|0101|8.18|9.82|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770214866|0101|12.10|14.52|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770215016|0101|2.83|3.39|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310018|0101|8.01|9.61|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310056|0101|7.07|8.48|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310063|0101|6.13|7.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310094|0101|8.38|10.06|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310100|0101|6.13|7.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310117|0101|7.07|8.48|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310124|0101|10.83|13.00|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310131|0101|6.50|7.80|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310476|0101|1.79|2.15|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770310483|0101|3.68|4.41|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315006|0101|3.96|4.75|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315037|0101|6.50|7.80|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315310|0101|6.50|7.80|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315327|0101|6.78|8.14|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315334|0101|6.59|7.91|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315341|0101|6.13|7.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315358|0101|8.38|10.06|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315518|0101|5.18|6.22|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315525|0101|1.91|2.29|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315532|0101|6.13|7.35|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315556|0101|7.44|8.93|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315570|0101|7.07|8.48|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315587|0101|7.44|8.93|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770315594|0101|24.39|29.27|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770573154|0101|26.36|31.63|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770573161|0101|40.22|48.26|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770573208|0101|34.16|40.99|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770580619|0101|10.07|12.08|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770722088|0101|6.02|7.22|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770724914|0101|4.23|5.07|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770724921|0101|4.23|5.07|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770724983|0101|1.88|2.25|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770738577|0101|15.78|18.93|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770738676|0101|37.58|45.09|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770875081|0101|2.40|2.88|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770875203|0101|4.00|4.80|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770971233|0101|7.05|8.46|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770971240|0101|8.08|9.69|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770982024|0101|210.84|253.01|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770989122|0101|132.25|158.70|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770990494|0101|0.14|0.17|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770991378|0101|1.03|1.23|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770994911|0101|0.14|0.17|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217770994966|0101|0.14|0.17|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217771984287|0101|665.83|799.00|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217771987165|0101|832.50|999.00|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217771987172|0101|575.00|690.00|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777200022|0101|14.03|16.84|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777201722|0101|6.58|7.90|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777202750|0101|3.76|4.51|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777202767|0101|4.70|5.64|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777210427|0101|2.59|3.11|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777210557|0101|3.64|4.37|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777210953|0101|3.06|3.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777211073|0101|2.45|2.94|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777211080|0101|3.68|4.41|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777211127|0101|8.62|10.34|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777211189|0101|1.98|2.37|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777211233|0101|4.24|5.09|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777211257|0101|8.38|10.06|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777211448|0101|6.50|7.80|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777211493|0101|3.30|3.96|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777211561|0101|10.26|12.31|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777212711|0101|2.78|3.33|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777212742|0101|4.10|4.92|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777212766|0101|3.91|4.69|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777212773|0101|2.97|3.56|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777213206|0101|8.53|10.23|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220297|0101|15.15|18.18|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220419|0101|10.97|13.16|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220457|0101|10.27|12.32|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220631|0101|7.07|8.48|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220648|0101|6.22|7.46|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220679|0101|23.40|28.08|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220846|0101|18.74|22.49|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220952|0101|4.62|5.54|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220976|0101|3.00|3.60|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220983|0101|5.56|6.67|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777220990|0101|9.33|11.19|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777221003|0101|28.16|33.79|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777221010|0101|9.33|11.19|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777221157|0101|4.08|4.90|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777221164|0101|5.28|6.33|0.2000|DEFAULT|0|2026-01-01T00:00:00|
3217777221218|0101|4.70|5.64|0.2000|DEFAULT|0|2026-01-01T00:00:00|
